Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA100,MA200,Avg7d,Avg30d,Volume_Increase,MA50_Trend_Up,MA100_Trend_Up,MA_Crossover,MA_Crossover_Shifted,MA_Crossover_Recent,MA200_Flat
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.718647,87100,,,,91628.57142857143,162486.66666666666,False,False,False,False,False,False,
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.789934,56000,,,,90071.42857142857,151860.0,False,False,False,False,False,False,
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.772118,111600,,,,79814.28571428571,148550.0,False,False,False,False,False,False,
1993-04-01,45.25,45.25,44.9375,45.03125,25.683004,129500,,,,90428.57142857143,140263.33333333334,False,False,False,False,False,False,
1993-04-02,44.65625,44.65625,44.09375,44.09375,25.148293,59400,,,,93600.0,141080.0,False,False,False,False,False,False,
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.273056,172200,,,,102471.42857142857,129700.0,False,False,False,False,False,False,
1993-04-06,44.40625,44.40625,44.0625,44.1875,25.201773,129700,,,,106500.0,121566.66666666667,False,False,False,False,False,False,
1993-04-07,44.25,44.34375,44.15625,44.34375,25.290895,28000,,,,98057.14285714286,121623.33333333333,False,False,False,False,False,False,
1993-04-08,44.53125,44.53125,44.09375,44.28125,25.255245,180800,,,,115885.71428571429,126166.66666666667,False,False,False,False,False,False,
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.611696,348500,44.6875,,,149728.57142857142,135576.66666666666,False,False,False,False,False,False,
1993-04-13,44.875,45.15625,44.84375,45.0,25.665167,146100,44.70875,,,152100.0,138230.0,False,True,False,False,False,False,
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.629538,119600,44.7225,,,160700.0,136136.66666666666,False,True,False,False,False,False,
1993-04-15,44.90625,45.03125,44.75,44.9375,25.629538,148600,44.734375,,,157328.57142857142,131753.33333333334,False,True,False,False,False,False,
1993-04-16,44.96875,45.03125,44.875,44.9375,25.629538,47900,44.736875,,,145642.85714285713,130366.66666666667,False,True,False,False,False,False,
1993-04-19,44.9375,45.0625,44.71875,44.75,25.522587,157000,44.731875,,,164071.42857142858,134266.66666666666,False,False,False,False,False,False,
1993-04-20,44.6875,44.75,44.25,44.53125,25.397825,279500,44.723125,,,178171.42857142858,141890.0,False,False,False,False,False,False,
1993-04-21,44.625,44.625,44.375,44.5,25.380005,67900,44.71375,,,138085.7142857143,138510.0,False,False,False,False,False,False,
1993-04-22,44.3125,44.6875,43.9375,43.9375,25.059195,97700,44.699375,,,131171.42857142858,135286.66666666666,False,False,False,False,False,False,
1993-04-23,43.84375,43.96875,43.6875,43.75,24.952265,106000,44.68,,,129228.57142857143,136456.66666666666,False,False,False,False,False,False,
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.756187,62600,44.649375,,,116942.85714285714,117090.0,False,False,False,False,False,False,
1993-04-27,43.34375,43.875,43.34375,43.875,25.023548,156800,44.635,,,132500.0,111956.66666666667,False,False,False,False,False,False,
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.970087,85900,44.64125,,,122342.85714285714,113793.33333333333,False,True,False,False,False,False,
1993-04-29,43.875,43.96875,43.625,43.96875,25.077007,85000,44.651875,,,94557.14285714286,115900.0,False,True,False,False,False,False,
1993-04-30,44.125,44.28125,44.03125,44.03125,25.112663,88500,44.664375,,,97500.0,116873.33333333333,False,True,False,False,False,False,
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.273056,80500,44.679375,,,95042.85714285714,117326.66666666667,False,True,False,False,False,False,
1993-05-04,44.40625,44.625,44.34375,44.46875,25.362179,149100,44.694375,,,101200.0,116183.33333333333,False,True,False,False,False,False,
1993-05-05,44.46875,44.75,44.46875,44.59375,25.433479,109000,44.7125,,,107828.57142857143,117976.66666666667,False,True,False,False,False,False,
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.34436,54700,44.71625,,,93242.85714285714,118560.0,False,True,False,False,False,False,
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.290895,68000,44.71625,,,90685.71428571429,117156.66666666667,False,False,False,False,False,False,
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.34436,113900,44.716875,,,94814.28571428571,117570.0,False,True,False,False,False,False,
1993-05-11,44.4375,44.625,44.3125,44.625,25.451303,42600,44.72375,,,88257.14285714286,116086.66666666667,False,True,False,False,False,False,
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.415642,31000,44.71625,,,81185.71428571429,115253.33333333333,False,False,False,False,False,False,
1993-05-13,44.375,44.375,44.0,44.03125,25.112663,129100,44.694375,,,78328.57142857143,115836.66666666667,False,False,False,False,False,False,
1993-05-14,44.03125,44.15625,43.96875,44.0,25.094837,63500,44.676875,,,71828.57142857143,113636.66666666667,False,False,False,False,False,False,
1993-05-17,44.125,44.15625,43.9375,44.15625,25.183954,34000,44.665,,,68871.42857142857,112790.0,False,False,False,False,False,False,
1993-05-18,44.1875,44.21875,43.96875,44.125,25.166122,105200,44.6325,,,74185.71428571429,110556.66666666667,False,False,False,False,False,False,
1993-05-19,44.125,45.03125,43.84375,45.03125,25.683004,50200,44.62125,,,65085.71428571428,107906.66666666667,False,False,False,False,False,False,
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.75429,98200,44.610625,,,73028.57142857143,110246.66666666667,False,False,False,False,False,False,
1993-05-21,45.1875,45.25,44.71875,44.75,25.522587,221400,44.594375,,,100228.57142857143,111600.0,False,False,False,False,False,False,
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.629538,30500,44.59125,,,86142.85714285714,101000.0,False,False,False,False,False,False,
1993-05-25,45.125,45.125,45.03125,45.03125,25.683004,191800,44.585625,,,104471.42857142857,102523.33333333333,False,False,False,False,False,False,
1993-05-26,45.15625,45.625,45.125,45.59375,26.003815,102400,44.59125,,,114242.85714285714,101950.0,False,True,False,False,False,False,
1993-05-27,45.65625,45.65625,45.375,45.4375,25.914684,53800,44.599375,,,106900.0,98790.0,False,True,False,False,False,False,
1993-05-28,45.40625,45.40625,45.0,45.21875,25.789934,79100,44.5975,,,111028.57142857143,99830.0,False,False,False,False,False,False,
1993-06-01,45.375,45.8125,45.3125,45.65625,26.039455,28300,44.61,,,101042.85714285714,95540.0,False,True,False,False,False,False,
1993-06-02,45.53125,45.75,45.34375,45.59375,26.003815,20300,44.62625,,,72314.28571428571,86900.0,False,True,False,False,False,False,
1993-06-03,45.5,45.5,45.34375,45.4375,25.914684,21600,44.6375,,,71042.85714285714,85356.66666666667,False,True,False,False,False,False,
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.825565,32000,44.645625,,,48214.28571428572,83166.66666666667,False,True,False,False,False,False,
1993-06-07,45.375,45.375,45.125,45.125,25.736465,121400,44.645,,,50928.57142857143,83680.0,False,False,False,False,False,False,
1993-06-08,45.0,45.0,44.71875,44.71875,25.504778,104500,44.64125,,,58171.42857142857,85076.66666666667,False,False,False,False,False,False,
1993-06-09,44.875,45.0625,44.8125,44.875,25.593878,43300,44.636875,,,53057.142857142855,81293.33333333333,False,False,False,False,False,False,
1993-06-10,44.84375,44.9375,44.75,44.90625,25.611696,17900,44.630625,,,51571.42857142857,79026.66666666667,False,False,False,False,False,False,
1993-06-11,45.0625,45.15625,44.90625,45.09375,25.718647,647400,44.62875,,,141157.14285714287,97773.33333333333,False,False,False,False,False,False,
1993-06-14,45.15625,45.1875,45.03125,45.03125,25.683004,64200,44.62875,,,147242.85714285713,96963.33333333333,True,False,False,False,False,False,
1993-06-15,45.09375,45.125,44.9375,44.9375,25.629538,142400,44.645625,,,163014.2857142857,99026.66666666667,True,True,False,False,False,False,
1993-06-16,44.9375,45.03125,44.8125,45.03125,25.683004,330900,44.66,,,192942.85714285713,105086.66666666667,True,True,False,False,False,False,
1993-06-17,45.125,45.1875,45.03125,45.1875,25.772118,37400,44.68,,,183357.14285714287,102700.0,True,True,False,False,False,False,
1993-06-18,44.84375,44.84375,44.5,44.5,25.559881,58500,44.683125,,,185528.57142857142,102826.66666666667,True,True,False,False,False,False,
1993-06-21,44.625,44.625,44.53125,44.59375,25.613729,29300,44.689375,,,187157.14285714287,101536.66666666667,True,True,False,False,False,False,
1993-06-22,44.65625,44.65625,44.5625,44.625,25.631683,137500,44.68375,44.685625,,114314.28571428571,102323.33333333333,False,False,False,False,False,False,
1993-06-23,44.625,44.625,44.21875,44.21875,25.398346,227600,44.668125,44.6884375,,137657.14285714287,108490.0,False,False,True,False,False,False,
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.739388,243700,44.665625,44.6940625,,152128.57142857142,115580.0,False,False,True,False,False,False,
1993-06-25,44.78125,44.90625,44.75,44.78125,25.721416,44800,44.6625,44.6984375,,111257.14285714286,112770.0,False,False,True,False,False,False,
1993-06-28,45.0,45.28125,44.9375,45.28125,26.0086,439900,44.669375,44.703125,,168757.14285714287,125316.66666666667,False,True,True,False,False,False,
1993-06-29,45.21875,45.21875,45.0,45.0625,25.882965,207500,44.675625,44.70375,,190042.85714285713,131100.0,False,True,True,False,False,False,
1993-06-30,45.125,45.21875,45.0,45.0625,25.882965,437600,44.68625,44.7046875,,248371.42857142858,142180.0,True,True,True,False,False,False,
1993-07-01,45.125,45.125,44.875,44.9375,25.811174,605700,44.695,44.704375,,315257.14285714284,160696.66666666666,True,True,False,False,False,False,
1993-07-02,44.78125,44.8125,44.53125,44.6875,25.667576,285400,44.71,44.7046875,,323514.28571428574,166936.66666666666,True,True,True,True,False,True,
1993-07-06,44.625,44.75,44.15625,44.21875,25.398346,246400,44.719375,44.6996875,,323900.0,167770.0,True,True,False,True,True,False,
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.470135,343700,44.738125,44.69375,,366600.0,178210.0,True,True,False,True,True,False,
1993-07-08,44.375,44.9375,44.3125,44.84375,25.757318,248200,44.7575,44.69625,,339214.28571428574,180090.0,True,True,True,True,True,False,
1993-07-09,44.84375,44.96875,44.75,44.96875,25.829126,378200,44.78125,44.71125,,363600.0,189283.33333333334,True,True,True,True,True,False,
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.811174,373700,44.800625,44.72625,,354471.4285714286,199946.66666666666,True,True,True,True,True,False,
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.793222,389600,44.818125,44.74125,,323600.0,210296.66666666666,True,True,True,True,True,False,
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.882965,617300,44.833125,44.75625,,371014.28571428574,229930.0,True,True,True,True,True,False,
1993-07-15,45.03125,45.03125,44.78125,44.875,25.775272,443800,44.84125,44.7678125,,399214.28571428574,244046.66666666666,True,True,True,True,True,False,
1993-07-16,44.90625,44.9375,44.6875,44.75,25.703474,216400,44.844375,44.7784375,,381028.5714285714,250540.0,True,True,True,True,True,False,
1993-07-19,44.75,44.75,44.59375,44.71875,25.685532,188200,44.85,44.783125,,372457.14285714284,255746.66666666666,False,True,True,True,True,False,
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.757318,68500,44.86,44.788125,,328214.28571428574,253983.33333333334,False,True,True,True,True,False,
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.739388,142700,44.8675,44.7921875,,295214.28571428574,255256.66666666666,False,True,True,True,True,False,
1993-07-22,44.75,44.8125,44.5,44.5,25.559881,632400,44.865,44.794375,,329900.0,274893.3333333333,False,False,True,True,True,False,
1993-07-23,44.59375,44.71875,44.5625,44.71875,25.685532,286200,44.868125,44.7921875,,282600.0,283836.6666666667,False,True,False,True,True,False,
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.829126,121300,44.886875,44.790625,,236528.57142857142,266300.0,False,True,False,True,True,False,
1993-07-27,45.0,45.03125,44.78125,44.9375,25.811174,92800,44.905625,44.79125,,218871.42857142858,267253.3333333333,False,True,True,True,True,False,
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.757318,30800,44.919375,44.7921875,,196385.7142857143,263533.3333333333,False,True,True,True,True,False,
1993-07-29,44.9375,45.21875,44.875,45.09375,25.900919,331000,44.93875,44.785625,,233885.7142857143,263536.6666666667,False,True,False,True,True,False,
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.757318,75300,44.935,44.778125,,224257.14285714287,264800.0,False,False,False,True,True,False,
1993-08-02,44.90625,45.125,44.90625,44.96875,25.829126,41300,44.93125,44.7709375,,139814.2857142857,264226.6666666667,False,False,False,True,True,False,
1993-08-03,45.0625,45.1875,44.84375,45.0,25.847061,81600,44.93625,44.7653125,,110585.71428571429,265970.0,False,True,False,True,True,False,
1993-08-04,45.0,45.09375,44.875,45.0,25.847061,434000,44.9375,44.764375,,155257.14285714287,275853.3333333333,False,True,False,True,True,False,
1993-08-05,45.0,45.0,44.84375,44.90625,25.793222,36800,44.935,44.7603125,,147257.14285714287,269493.3333333333,False,False,False,True,True,False,
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.829126,402300,44.9225,44.756875,,200328.57142857142,274780.0,False,False,False,True,True,False,
1993-08-09,45.09375,45.34375,45.0,45.21875,25.972715,828200,44.918125,44.75875,,271357.14285714284,300893.3333333333,False,False,True,True,True,False,
1993-08-10,45.1875,45.21875,45.125,45.1875,25.954775,604900,44.9175,44.7575,,347014.28571428574,306393.3333333333,False,False,False,True,True,False,
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.954775,542200,44.908125,44.7590625,,418571.4285714286,317550.0,False,False,True,True,True,False,
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.882965,303700,44.8975,44.761875,,450300.0,313086.6666666667,False,False,True,True,True,False,
1993-08-13,45.09375,45.15625,45.09375,45.125,25.918859,103500,44.89125,44.764375,,403085.71428571426,296346.6666666667,False,False,True,True,True,False,
1993-08-16,45.15625,45.5,45.15625,45.375,26.062466,241800,44.893125,44.769375,,432371.4285714286,294893.3333333333,False,True,True,True,True,False,
1993-08-17,45.34375,45.53125,45.34375,45.53125,26.152216,369300,44.90125,44.773125,,427657.14285714284,298990.0,False,True,True,True,True,False,
1993-08-18,45.6875,45.875,45.65625,45.78125,26.295811,414300,44.9225,44.781875,,368528.5714285714,301343.3333333333,False,True,True,True,True,False,
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.295811,28500,44.940625,44.78875,,286185.71428571426,294020.0,False,True,True,True,True,False,
1993-08-20,45.6875,45.8125,45.65625,45.8125,26.313761,80700,44.95875,44.7946875,,220257.14285714287,284103.3333333333,False,True,True,True,True,False,
1993-08-23,45.625,45.75,45.625,45.71875,26.259892,15600,44.97125,44.8,,179100.0,272166.6666666667,False,True,True,True,True,False,
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.547098,273400,44.995,44.811875,,203371.42857142858,268293.3333333333,False,True,True,True,True,False,
1993-08-25,46.21875,46.4375,46.15625,46.25,26.565042,242300,45.02125,44.8334375,,203442.85714285713,255793.33333333334,False,True,True,True,True,False,
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.582983,120000,45.04625,44.853125,,167828.57142857142,245000.0,False,True,True,True,True,False,
1993-08-27,46.15625,46.25,46.15625,46.25,26.565042,25700,45.0675,44.87375,,112314.28571428571,238643.33333333334,False,True,True,True,True,False,
1993-08-30,46.28125,46.5,46.28125,46.4375,26.672737,183500,45.10625,44.8946875,,134457.14285714287,238486.66666666666,False,True,True,True,True,False,
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.744534,66500,45.145625,44.9175,,132428.57142857142,238420.0,False,True,True,True,True,False,
1993-09-01,46.40625,46.59375,46.40625,46.5,26.708637,136500,45.183125,44.9334375,,149700.0,238213.33333333334,False,True,True,True,True,False,
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.618895,472400,45.225625,44.946875,,178128.57142857142,232880.0,False,True,True,True,True,False,
1993-09-03,46.3125,46.4375,46.25,46.375,26.636845,630500,45.256875,44.96125,,233585.7142857143,244356.66666666666,False,True,True,True,True,False,
1993-09-07,46.375,46.4375,46.0,46.0625,26.457342,196400,45.2825,44.9725,,244500.0,246860.0,False,True,True,True,True,False,
1993-09-08,46.0625,46.0625,45.59375,45.90625,26.367594,269900,45.295,44.9821875,,279385.71428571426,252763.33333333334,False,True,True,True,True,False,
1993-09-09,45.71875,46.03125,45.71875,46.0,26.421438,239200,45.31375,44.9946875,,287342.85714285716,259710.0,False,True,True,True,True,False,
1993-09-10,46.125,46.4375,46.0625,46.40625,26.654785,106500,45.340625,45.0134375,,293057.14285714284,252226.66666666666,False,True,True,True,True,False,
1993-09-13,46.5625,46.5625,46.4375,46.4375,26.672737,66900,45.370625,45.0328125,,283114.28571428574,251946.66666666666,False,True,True,True,True,False,
1993-09-14,46.3125,46.3125,46.09375,46.25,26.565042,184500,45.401875,45.0559375,,241985.7142857143,256720.0,False,True,True,True,True,False,
1993-09-15,46.0625,46.40625,45.90625,46.375,26.636845,101000,45.445,45.0821875,,166342.85714285713,257366.66666666666,False,True,True,True,True,False,
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.529144,54300,45.481875,45.11,,146042.85714285713,244710.0,False,True,True,True,True,False,
1993-09-17,45.875,45.90625,45.75,45.8125,26.477697,200900,45.50125,45.129375,,136185.7142857143,250180.0,False,True,True,True,True,False,
1993-09-20,45.875,45.96875,45.4375,45.4375,26.260958,57800,45.510625,45.1459375,,110271.42857142857,238696.66666666666,False,True,True,True,True,False,
1993-09-21,45.5,45.5625,44.8125,45.28125,26.170662,318200,45.5175,45.1590625,,140514.2857142857,221696.66666666666,False,True,True,True,True,False,
1993-09-22,45.4375,45.71875,45.375,45.65625,26.387392,439700,45.5325,45.1753125,,193771.42857142858,216190.0,False,True,True,True,True,False,
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.531876,88500,45.549375,45.19125,,180057.14285714287,201066.66666666666,False,True,True,True,True,False,
1993-09-24,45.84375,45.875,45.71875,45.78125,26.459642,53500,45.5675,45.204375,,173271.42857142858,192726.66666666666,False,True,True,True,True,False,
1993-09-27,46.125,46.28125,46.125,46.28125,26.748642,274600,45.598125,45.22125,,204742.85714285713,198430.0,False,True,True,True,True,False,
1993-09-28,46.3125,46.3125,46.15625,46.1875,26.694435,158300,45.6275,45.23875,,198657.14285714287,195646.66666666666,False,True,True,True,True,False,
1993-09-29,46.1875,46.3125,45.96875,46.03125,26.604116,221000,45.65125,45.255625,,221971.42857142858,190703.33333333334,False,True,True,True,True,False,
1993-09-30,46.03125,46.125,45.84375,45.9375,26.549957,99300,45.67375,45.270625,,190700.0,180203.33333333334,False,True,True,True,True,False,
1993-10-01,45.875,46.21875,45.8125,46.15625,26.676374,22700,45.706875,45.2859375,,131128.57142857142,180010.0,False,True,True,True,True,False,
1993-10-04,46.21875,46.21875,46.09375,46.21875,26.712498,1038500,45.736875,45.3025,,266842.85714285716,211936.66666666666,False,True,True,True,True,False,
1993-10-05,46.3125,46.3125,46.0,46.15625,26.676374,436500,45.760625,45.32375,,321557.14285714284,225966.66666666666,False,True,True,True,True,False,
1993-10-06,46.1875,46.375,46.125,46.125,26.658321,209200,45.784375,45.345,,312214.28571428574,223826.66666666666,False,True,True,True,True,False,
1993-10-07,46.1875,46.1875,45.96875,46.0,26.586071,59400,45.8075,45.3634375,,298085.71428571426,217730.0,False,True,True,True,True,False,
1993-10-08,46.125,46.15625,45.71875,46.0625,26.622183,54400,45.826875,45.3828125,,274285.71428571426,215543.33333333334,False,True,True,True,True,False,
1993-10-11,46.15625,46.25,46.15625,46.15625,26.676374,467100,45.853125,45.3940625,,326828.5714285714,230256.66666666666,False,True,True,True,True,False,
1993-10-12,46.21875,46.25,46.1875,46.21875,26.712498,26200,45.878125,45.4046875,,327328.5714285714,225013.33333333334,False,True,True,True,True,False,
1993-10-13,46.25,46.25,46.15625,46.21875,26.712498,139100,45.9025,45.419375,,198842.85714285713,227433.33333333334,False,True,True,True,True,False,
1993-10-14,46.40625,46.8125,46.28125,46.8125,27.055666,108100,45.93875,45.438125,,151928.57142857142,226486.66666666666,False,True,True,True,True,False,
1993-10-15,47.03125,47.15625,46.90625,47.0625,27.20015,1502500,45.981875,45.4584375,,336685.71428571426,260823.33333333334,False,True,True,True,True,False,
1993-10-18,47.03125,47.03125,46.875,46.9375,27.127907,722400,46.02125,45.471875,,431400.0,263886.6666666667,True,True,True,True,True,False,
1993-10-19,46.875,46.96875,46.59375,46.59375,26.929232,880100,46.04875,45.4834375,,549357.1428571428,286676.6666666667,True,True,True,True,True,False,
1993-10-20,46.75,46.75,46.5625,46.65625,26.965351,230400,46.078125,45.4978125,,515542.85714285716,285360.0,True,True,True,True,True,False,
1993-10-21,46.6875,46.6875,46.53125,46.59375,26.929232,56200,46.10625,45.5071875,,519828.5714285714,279260.0,True,True,True,True,True,False,
1993-10-22,46.65625,46.84375,46.375,46.375,26.802797,390700,46.1325,45.515,,555771.4285714285,288733.3333333333,True,True,True,True,True,False,
1993-10-25,46.40625,46.5625,46.28125,46.5,26.875072,114500,46.16,45.525625,,556685.7142857143,290320.0,True,True,True,True,True,False,
1993-10-26,46.46875,46.5,46.3125,46.46875,26.856993,186200,46.181875,45.5375,,368642.85714285716,290376.6666666667,False,True,True,True,True,False,
1993-10-27,46.40625,46.53125,46.40625,46.5,26.875072,118400,46.20125,45.55125,,282357.14285714284,290956.6666666667,False,True,True,True,True,False,
1993-10-28,46.5625,46.96875,46.5625,46.84375,27.073732,129600,46.2225,45.5725,,175142.85714285713,293466.6666666667,False,True,True,True,True,False,
1993-10-29,46.8125,46.875,46.78125,46.84375,27.073732,80700,46.24375,45.5921875,,153757.14285714287,289460.0,False,True,True,True,True,False,
1993-11-01,46.78125,47.0,46.78125,46.96875,27.145971,36400,46.266875,45.6128125,,150928.57142857142,288746.6666666667,False,True,True,True,True,False,
1993-11-02,46.90625,47.0,46.65625,46.9375,27.127907,262100,46.29125,45.63125,,132557.14285714287,286876.6666666667,False,True,True,True,True,False,
1993-11-03,46.90625,46.90625,46.125,46.34375,26.784742,479100,46.29375,45.644375,,184642.85714285713,288190.0,False,True,True,True,True,False,
1993-11-04,46.34375,46.34375,45.8125,45.84375,26.495771,130400,46.285625,45.6534375,,176671.42857142858,289586.6666666667,False,False,True,True,True,False,
1993-11-05,45.71875,46.0625,45.53125,46.0625,26.622183,363200,46.28125,45.66375,,211642.85714285713,299910.0,False,False,True,True,True,False,
1993-11-08,46.09375,46.25,45.96875,46.125,26.658321,367600,46.27875,45.673125,,245642.85714285713,303010.0,False,False,True,True,True,False,
1993-11-09,46.4375,46.46875,46.125,46.15625,26.676374,246900,46.273125,45.6896875,,269385.71428571426,305963.3333333333,False,False,True,True,True,False,
1993-11-10,46.15625,46.5,46.03125,46.5,26.875072,46500,46.271875,45.70875,,270828.5714285714,300146.6666666667,False,False,True,True,True,False,
1993-11-11,46.5,46.625,46.34375,46.375,26.802797,88900,46.269375,45.72625,45.2059375,246085.7142857143,299800.0,False,False,True,True,True,False,
