Date,Open,High,Low,Close,Adj Close,Volume
2002-11-15,2.833333,2.833333,2.800000,2.800000,2.318720,10200
2002-11-18,2.816667,2.833333,2.806667,2.833333,2.346323,37200
2002-11-19,2.800000,2.800000,2.750000,2.756667,2.282836,12600
2002-11-20,2.800000,2.800000,2.800000,2.800000,2.318720,1500
2002-11-21,2.800000,2.800000,2.736667,2.800000,2.318720,49800
2002-11-22,2.746667,2.800000,2.746667,2.800000,2.318720,3600
2002-11-25,2.800000,2.800000,2.800000,2.800000,2.318720,38400
2002-11-26,2.800000,3.116667,2.800000,3.100000,2.567154,822000
2002-11-27,3.100000,3.333333,3.100000,3.333333,2.760381,374400
2002-11-29,3.333333,3.666667,3.333333,3.333333,2.760381,35100
2002-12-02,3.333333,3.400000,3.333333,3.383333,2.801786,50100
2002-12-03,3.383333,3.383333,3.383333,3.383333,2.801786,0
2002-12-04,3.350000,3.416667,3.350000,3.350000,2.774183,7200
2002-12-05,3.350000,3.500000,3.350000,3.500000,2.898400,10500
2002-12-06,3.466667,3.583333,3.466667,3.566667,2.953608,380700
2002-12-09,3.500000,3.583333,3.483333,3.483333,2.884598,76500
2002-12-10,3.550000,3.583333,3.503333,3.533333,2.926003,6000
2002-12-11,3.503333,3.550000,3.503333,3.533333,2.926003,12300
2002-12-12,3.550000,3.733333,3.550000,3.700000,3.064023,23400
2002-12-13,3.650000,3.683333,3.600000,3.666667,3.036418,15600
2002-12-16,3.733333,3.733333,3.683333,3.683333,3.050220,24900
2002-12-17,3.683333,3.733333,3.670000,3.670000,3.039180,13500
2002-12-18,3.670000,3.733333,3.666667,3.683333,3.050220,18600
2002-12-19,3.683333,3.683333,3.500000,3.683333,3.050220,86100
2002-12-20,3.500000,3.500000,3.500000,3.500000,2.898400,4500
2002-12-23,3.550000,3.700000,3.550000,3.600000,2.981211,13500
2002-12-24,3.600000,3.600000,3.600000,3.600000,2.981211,0
2002-12-26,3.516667,3.516667,3.500000,3.500000,2.898400,63000
2002-12-27,3.500000,3.500000,3.500000,3.500000,2.898400,0
2002-12-30,3.600000,3.600000,3.506667,3.506667,2.903921,14400
2002-12-31,3.600000,3.600000,3.333333,3.333333,2.760381,97800
2003-01-02,3.336667,3.483333,3.336667,3.416667,2.829391,9600
2003-01-03,3.420000,3.420000,3.416667,3.416667,2.829391,1800
2003-01-06,3.483333,3.483333,3.466667,3.466667,2.870797,8100
2003-01-07,3.433333,3.443333,3.433333,3.433333,2.843192,6000
2003-01-08,3.433333,3.433333,3.353333,3.400000,2.815588,25200
2003-01-09,3.383333,3.433333,3.066667,3.166667,2.622361,399300
2003-01-10,3.083333,3.250000,3.033333,3.083333,2.553352,15300
2003-01-13,3.083333,3.336667,3.050000,3.336667,2.763142,12900
2003-01-14,3.083333,3.083333,3.033333,3.066667,2.539551,26700
2003-01-15,3.250000,3.266667,3.133333,3.266667,2.705173,72300
2003-01-16,3.283333,3.283333,3.166667,3.250000,2.691371,16500
2003-01-17,3.166667,3.166667,3.166667,3.166667,2.622361,4200
2003-01-21,3.166667,3.250000,3.133333,3.166667,2.622361,61200
2003-01-22,3.116667,3.120000,3.116667,3.116667,2.580956,51000
2003-01-23,3.116667,3.116667,3.083333,3.083333,2.553352,26100
2003-01-24,3.083333,3.096667,3.066667,3.066667,2.539551,43500
2003-01-27,3.066667,3.096667,3.066667,3.096667,2.564393,14700
2003-01-28,3.070000,3.070000,3.066667,3.066667,2.539551,18900
2003-01-29,3.066667,3.066667,3.033333,3.036667,2.514707,111300
2003-01-30,3.036667,3.036667,3.033333,3.033333,2.511946,64500
2003-01-31,3.033333,3.083333,3.033333,3.033333,2.511946,75000
2003-02-03,3.033333,3.083333,3.033333,3.033333,2.511946,17400
2003-02-04,3.033333,3.066667,3.033333,3.066667,2.539551,9600
2003-02-05,3.033333,3.033333,3.033333,3.033333,2.511946,13200
2003-02-06,3.033333,3.033333,3.026667,3.026667,2.506426,60300
2003-02-07,3.033333,3.063333,3.033333,3.063333,2.536789,5400
2003-02-10,3.066667,3.066667,3.000000,3.000000,2.484343,45900
2003-02-11,3.000000,3.000000,2.700000,2.700000,2.235908,67800
2003-02-12,2.716667,2.780000,2.633333,2.633333,2.180700,21900
2003-02-13,2.566667,2.666667,2.566667,2.666667,2.208305,11400
2003-02-14,2.666667,2.666667,2.666667,2.666667,2.208305,6600
2003-02-18,2.666667,2.666667,2.666667,2.666667,2.208305,7200
2003-02-19,2.666667,2.700000,2.650000,2.700000,2.235908,15300
2003-02-20,2.750000,2.750000,2.633333,2.650000,2.194502,7500
2003-02-21,2.633333,2.650000,2.633333,2.650000,2.194502,2700
2003-02-24,2.666667,2.666667,2.633333,2.666667,2.208305,3900
2003-02-25,2.583333,2.583333,2.583333,2.583333,2.139295,600
2003-02-26,2.590000,2.590000,2.590000,2.590000,2.144816,1800
2003-02-27,2.590000,2.650000,2.590000,2.633333,2.180700,21000
2003-02-28,2.590000,2.626667,2.583333,2.583333,2.139295,6900
2003-03-03,2.583333,2.600000,2.583333,2.583333,2.139295,19500
2003-03-04,2.633333,2.633333,2.600000,2.600000,2.153097,17400
2003-03-05,2.600000,2.600000,2.600000,2.600000,2.153097,0
2003-03-06,2.586667,2.633333,2.583333,2.633333,2.180700,6300
2003-03-07,2.553333,2.573333,2.553333,2.573333,2.131013,1200
2003-03-10,2.553333,2.573333,2.553333,2.573333,2.131013,3900
2003-03-11,2.250000,2.336667,2.250000,2.300000,1.904663,64200
2003-03-12,2.333333,2.333333,2.283333,2.300000,1.904663,46500
2003-03-13,2.333333,2.333333,2.333333,2.333333,1.932267,12000
2003-03-14,2.333333,2.333333,2.333333,2.333333,1.932267,900
2003-03-17,2.333333,2.333333,2.333333,2.333333,1.932267,18000
2003-03-18,2.333333,2.400000,2.316667,2.400000,1.987474,24300
2003-03-19,2.400000,2.400000,2.333333,2.396667,1.984714,19200
2003-03-20,2.333333,2.383333,2.333333,2.383333,1.973671,6600
2003-03-21,2.300000,2.350000,2.300000,2.333333,1.932267,29700
2003-03-24,2.316667,2.316667,2.316667,2.316667,1.918465,900
2003-03-25,2.366667,2.383333,2.333333,2.333333,1.932267,5100
2003-03-26,2.333333,2.333333,2.316667,2.333333,1.932267,9000
2003-03-27,2.333333,2.333333,2.333333,2.333333,1.932267,4500
2003-03-28,2.316667,2.316667,2.316667,2.316667,1.918465,300
2003-03-31,2.316667,2.333333,2.316667,2.316667,1.918465,24600
2003-04-01,2.333333,2.333333,2.316667,2.333333,1.932267,2700
2003-04-02,2.333333,2.333333,2.333333,2.333333,1.932267,0
2003-04-03,2.316667,2.316667,2.166667,2.166667,1.794248,5100
2003-04-04,2.170000,2.170000,2.000000,2.000000,1.656228,206100
2003-04-07,2.010000,2.083333,2.010000,2.050000,1.697634,29400
2003-04-08,2.050000,2.066667,2.050000,2.066667,1.711436,14100
2003-04-09,2.056667,2.056667,1.773333,1.790000,1.482325,315900
2003-04-10,1.833333,1.866667,1.820000,1.833333,1.518209,61800
2003-04-11,1.800000,1.800000,1.773333,1.773333,1.468522,36000
2003-04-14,1.800000,1.800000,1.750000,1.773333,1.468522,125400
2003-04-15,1.766667,1.766667,1.716667,1.760000,1.457481,205800
2003-04-16,1.750000,1.750000,1.726667,1.750000,1.449200,62400
2003-04-17,1.750000,1.750000,1.736667,1.750000,1.449200,49500
2003-04-21,1.750000,1.750000,1.733333,1.750000,1.449200,830700
2003-04-22,1.750000,1.766667,1.733333,1.766667,1.463002,273000
2003-04-23,1.750000,1.750000,1.740000,1.750000,1.449200,84600
2003-04-24,1.750000,1.750000,1.740000,1.750000,1.449200,123300
2003-04-25,1.750000,1.966667,1.750000,1.966667,1.628625,133200
2003-04-28,1.900000,1.960000,1.900000,1.906667,1.578938,99900
2003-04-29,1.883333,2.066667,1.850000,2.013333,1.667270,221700
2003-04-30,2.000000,2.100000,2.000000,2.100000,1.739040,258600
2003-05-01,2.150000,2.150000,2.066667,2.066667,1.711436,80700
2003-05-02,2.083333,2.163333,2.083333,2.150000,1.780446,120000
2003-05-05,2.163333,2.163333,2.116667,2.116667,1.752842,9000
2003-05-06,2.133333,2.133333,2.133333,2.133333,1.766644,30600
2003-05-07,2.133333,2.133333,2.133333,2.133333,1.766644,2700
2003-05-08,2.100000,2.133333,2.100000,2.130000,1.763883,47700
2003-05-09,2.086667,2.100000,2.083333,2.083333,1.725237,17700
2003-05-12,2.130000,2.130000,2.100000,2.110000,1.747321,108900
2003-05-13,2.123333,2.123333,2.100000,2.100000,1.739040,30600
2003-05-14,2.100000,2.123333,2.100000,2.116667,1.752842,151800
2003-05-15,2.100000,2.136667,2.100000,2.116667,1.752842,47100
2003-05-16,2.100000,2.133333,2.100000,2.100000,1.739040,31500
2003-05-19,2.116667,2.116667,2.116667,2.116667,1.752842,300
2003-05-20,2.106667,2.110000,2.066667,2.066667,1.711436,165000
2003-05-21,2.056667,2.060000,2.033333,2.050000,1.697634,161400
2003-05-22,2.036667,2.040000,2.023333,2.023333,1.675551,42300
2003-05-23,2.016667,2.023333,1.953333,1.953333,1.617583,105000
2003-05-27,1.983333,1.983333,1.966667,1.966667,1.628625,17100
2003-05-28,1.983333,2.000000,1.983333,2.000000,1.656228,6900
2003-05-29,1.983333,2.016667,1.966667,2.016667,1.670030,65700
2003-05-30,2.003333,2.066667,2.003333,2.066667,1.711436,135600
2003-06-02,2.066667,2.106667,2.066667,2.106667,1.744561,17400
2003-06-03,2.100000,2.100000,2.066667,2.066667,1.711436,32400
2003-06-04,2.083333,2.083333,2.066667,2.066667,1.711436,79200
2003-06-05,2.083333,2.100000,2.050000,2.100000,1.739040,23100
2003-06-06,2.066667,2.150000,2.066667,2.130000,1.763883,51600
2003-06-09,2.106667,2.130000,2.096667,2.100000,1.739040,28200
2003-06-10,2.100000,2.133333,2.100000,2.100000,1.739040,52800
2003-06-11,2.100000,2.116667,2.073333,2.073333,1.716956,27300
2003-06-12,2.100000,2.100000,2.080000,2.080000,1.722478,97800
2003-06-13,2.100000,2.133333,2.080000,2.133333,1.766644,74100
2003-06-16,2.133333,2.450000,2.133333,2.433333,2.015078,247500
2003-06-17,2.466667,2.566667,2.333333,2.333333,1.932267,73500
2003-06-18,2.350000,2.466667,2.350000,2.366667,1.959871,115500
2003-06-19,2.373333,2.406667,2.300000,2.300000,1.904663,66600
2003-06-20,2.383333,2.383333,2.366667,2.383333,1.973671,66000
2003-06-23,2.366667,2.366667,2.300000,2.333333,1.932267,39300
2003-06-24,2.366667,2.383333,2.350000,2.383333,1.973671,32400
2003-06-25,2.383333,2.383333,2.366667,2.366667,1.959871,8700
2003-06-26,2.383333,2.600000,2.383333,2.600000,2.153097,142500
2003-06-27,2.650000,2.916667,2.603333,2.750000,2.277314,167400
2003-06-30,2.816667,2.816667,2.683333,2.683333,2.222106,60900
2003-07-01,2.683333,2.696667,2.583333,2.583333,2.139295,67500
2003-07-02,2.650000,2.716667,2.650000,2.716667,2.249711,71400
2003-07-03,2.666667,2.750000,2.666667,2.750000,2.277314,128700
2003-07-07,2.716667,2.716667,2.666667,2.666667,2.208305,21300
2003-07-08,2.700000,2.866667,2.666667,2.866667,2.373928,236400
2003-07-09,2.933333,3.166667,2.916667,3.093333,2.561633,194100
2003-07-10,3.130000,3.130000,3.000000,3.016667,2.498145,112200
2003-07-11,3.060000,3.066667,3.053333,3.053333,2.528508,82500
2003-07-14,3.066667,3.183333,3.066667,3.183333,2.636163,158100
2003-07-15,3.250000,3.333333,3.233333,3.253333,2.694131,91800
2003-07-16,3.300000,3.366667,3.170000,3.170000,2.625122,94800
2003-07-17,3.033333,3.033333,2.916667,3.016667,2.498145,97500
2003-07-18,2.966667,2.966667,2.750000,2.966667,2.456738,49800
2003-07-21,2.966667,2.966667,2.866667,2.866667,2.373928,4200
2003-07-22,2.866667,2.866667,2.750000,2.766667,2.291117,33900
2003-07-23,2.783333,2.816667,2.783333,2.816667,2.332522,15900
2003-07-24,2.816667,2.816667,2.816667,2.816667,2.332522,300
2003-07-25,2.816667,2.816667,2.816667,2.816667,2.332522,2700
2003-07-28,2.850000,2.850000,2.816667,2.833333,2.346323,3300
2003-07-29,2.816667,2.850000,2.810000,2.850000,2.360125,180600
2003-07-30,2.833333,2.933333,2.833333,2.866667,2.373928,13200
2003-07-31,2.833333,2.900000,2.833333,2.866667,2.373928,11700
2003-08-01,2.850000,2.866667,2.833333,2.833333,2.346323,78300
2003-08-04,2.816667,2.833333,2.750000,2.750000,2.277314,55500
2003-08-05,2.816667,2.816667,2.716667,2.716667,2.249711,32400
2003-08-06,2.733333,2.733333,2.333333,2.333333,1.932267,56700
2003-08-07,2.266667,2.310000,2.166667,2.216667,1.835653,130500
2003-08-08,2.183333,2.333333,2.166667,2.333333,1.932267,46500
2003-08-11,2.333333,2.383333,2.330000,2.383333,1.973671,61500
2003-08-12,2.400000,2.416667,2.396667,2.416667,2.001276,18900
2003-08-13,2.416667,2.466667,2.400000,2.400000,1.987474,13500
2003-08-14,2.383333,2.466667,2.383333,2.466667,2.042682,2700
2003-08-15,2.353333,2.483333,2.353333,2.483333,2.056484,9600
2003-08-18,2.450000,2.483333,2.383333,2.383333,1.973671,34200
2003-08-19,2.366667,2.400000,2.233333,2.333333,1.932267,95400
2003-08-20,2.300000,2.333333,2.300000,2.333333,1.932267,600
2003-08-21,2.366667,2.416667,2.366667,2.400000,1.987474,21900
2003-08-22,2.383333,2.433333,2.366667,2.433333,2.015078,17400
2003-08-25,2.383333,2.383333,2.370000,2.370000,1.962631,34500
2003-08-26,2.370000,2.413333,2.370000,2.413333,1.998515,7800
2003-08-27,2.413333,2.413333,2.370000,2.400000,1.987474,21000
2003-08-28,2.370000,2.370000,2.370000,2.370000,1.962631,600
2003-08-29,2.400000,2.416667,2.383333,2.416667,2.001276,19200
2003-09-02,2.383333,2.500000,2.383333,2.500000,2.070286,8100
2003-09-03,2.500000,2.500000,2.483333,2.500000,2.070286,6900
2003-09-04,2.533333,2.600000,2.516667,2.516667,2.084088,30900
2003-09-05,2.516667,2.550000,2.516667,2.550000,2.111691,23400
2003-09-08,2.553333,2.566667,2.550000,2.550000,2.111691,30000
2003-09-09,2.550000,2.550000,2.533333,2.540000,2.103410,40200
2003-09-10,2.550000,2.550000,2.533333,2.550000,2.111691,4200
2003-09-11,2.550000,2.550000,2.533333,2.533333,2.097889,1200
2003-09-12,2.533333,2.633333,2.533333,2.583333,2.139295,76200
2003-09-15,2.566667,2.566667,2.566667,2.566667,2.125493,5700
2003-09-16,2.633333,2.666667,2.600000,2.616667,2.166899,42000
2003-09-17,2.633333,2.666667,2.633333,2.666667,2.208305,36300
2003-09-18,2.666667,2.833333,2.666667,2.750000,2.277314,90900
2003-09-19,2.700000,2.750000,2.700000,2.716667,2.249711,10500
2003-09-22,2.700000,2.766667,2.666667,2.766667,2.291117,103200
2003-09-23,2.796667,2.833333,2.766667,2.800000,2.318720,63900
2003-09-24,2.783333,2.800000,2.783333,2.800000,2.318720,38400
2003-09-25,2.783333,2.800000,2.766667,2.766667,2.291117,78000
2003-09-26,2.766667,2.766667,2.700000,2.750000,2.277314,28200
2003-09-29,2.683333,2.683333,2.683333,2.683333,2.222106,7800
2003-09-30,2.683333,2.700000,2.683333,2.683333,2.222106,38700
2003-10-01,2.700000,2.700000,2.683333,2.700000,2.235908,5100
2003-10-02,2.700000,2.700000,2.700000,2.700000,2.235908,0
2003-10-03,2.683333,2.700000,2.683333,2.690000,2.227627,23100
2003-10-06,2.690000,2.700000,2.690000,2.696667,2.233149,30000
2003-10-07,2.696667,2.700000,2.666667,2.666667,2.208305,9600
2003-10-08,2.686667,2.716667,2.686667,2.716667,2.249711,9900
2003-10-09,2.716667,2.716667,2.683333,2.716667,2.249711,23700
2003-10-10,2.723333,2.733333,2.700000,2.706667,2.241429,18900
2003-10-13,2.700000,2.733333,2.700000,2.706667,2.241429,54600
2003-10-14,2.733333,2.816667,2.723333,2.816667,2.332522,102600
2003-10-15,2.816667,2.833333,2.800000,2.833333,2.346323,27000
2003-10-16,2.833333,2.883333,2.830000,2.883333,2.387730,44400
2003-10-17,2.900000,2.966667,2.900000,2.960000,2.451218,45000
2003-10-20,2.933333,3.033333,2.933333,2.966667,2.456738,47700
2003-10-21,2.983333,2.983333,2.940000,2.983333,2.470541,31200
2003-10-22,2.996667,2.996667,2.940000,2.940000,2.434656,21000
2003-10-23,2.940000,2.950000,2.940000,2.940000,2.434656,26100
2003-10-24,2.940000,2.940000,2.940000,2.940000,2.434656,13800
2003-10-27,2.950000,2.950000,2.933333,2.933333,2.429135,95700
2003-10-28,2.933333,2.966667,2.933333,2.933333,2.429135,11100
2003-10-29,2.966667,2.966667,2.933333,2.933333,2.429135,24600
2003-10-30,2.933333,2.950000,2.933333,2.933333,2.429135,19800
2003-10-31,2.966667,2.966667,2.933333,2.933333,2.429135,27600
2003-11-03,2.933333,2.933333,2.916667,2.916667,2.415334,15000
2003-11-04,2.940000,2.983333,2.933333,2.963333,2.453978,75600
2003-11-05,2.983333,2.983333,2.970000,2.983333,2.470541,33000
2003-11-06,2.983333,3.033333,2.976667,3.016667,2.498145,185400
2003-11-07,3.033333,3.050000,3.006667,3.050000,2.525749,34500
2003-11-10,3.050000,3.066667,3.040000,3.040000,2.517467,10200
2003-11-11,3.046667,3.116667,3.046667,3.083333,2.553352,55500
2003-11-12,3.033333,3.083333,3.033333,3.066667,2.539551,62700
2003-11-13,3.060000,3.066667,3.060000,3.066667,2.539551,42000
2003-11-14,3.083333,3.100000,3.083333,3.083333,2.553352,9300
2003-11-17,3.066667,3.066667,3.033333,3.033333,2.511946,44100
2003-11-18,3.036667,3.036667,3.033333,3.033333,2.511946,18000
2003-11-19,3.016667,3.016667,3.016667,3.016667,2.498145,6000
2003-11-20,3.016667,3.016667,3.000000,3.000000,2.484343,14700
2003-11-21,3.033333,3.033333,3.000000,3.000000,2.484343,44700
2003-11-24,3.016667,3.016667,3.000000,3.000000,2.484343,13500
2003-11-25,3.000000,3.000000,2.916667,3.000000,2.484343,94800
2003-11-26,2.933333,2.950000,2.933333,2.950000,2.442937,3900
2003-11-28,2.953333,2.966667,2.950000,2.966667,2.456738,12000
2003-12-01,2.950000,2.950000,2.950000,2.950000,2.442937,4200
2003-12-02,2.950000,2.950000,2.950000,2.950000,2.442937,6900
2003-12-03,2.916667,2.916667,2.916667,2.916667,2.415334,300
2003-12-04,2.916667,2.916667,2.916667,2.916667,2.415334,4500
2003-12-05,2.916667,3.016667,2.916667,3.000000,2.484343,35100
2003-12-08,2.950000,2.950000,2.950000,2.950000,2.442937,600
2003-12-09,2.916667,2.933333,2.916667,2.916667,2.415334,6600
2003-12-10,2.916667,2.950000,2.833333,2.850000,2.360125,27000
2003-12-11,2.950000,2.950000,2.866667,2.866667,2.373928,6600
2003-12-12,2.866667,2.866667,2.866667,2.866667,2.373928,0
2003-12-15,2.900000,2.900000,2.833333,2.833333,2.346323,118200
2003-12-16,2.853333,2.866667,2.850000,2.850000,2.360125,8400
2003-12-17,2.850000,2.850000,2.850000,2.850000,2.360125,34200
2003-12-18,2.850000,2.866667,2.850000,2.850000,2.360125,19500
2003-12-19,2.866667,2.966667,2.833333,2.966667,2.456738,130500
2003-12-22,2.883333,2.983333,2.883333,2.916667,2.415334,9600
2003-12-23,2.983333,3.000000,2.950000,3.000000,2.484343,10500
2003-12-24,2.950000,3.100000,2.950000,3.000000,2.484343,41400
2003-12-26,3.083333,3.166667,3.070000,3.070000,2.542311,23400
2003-12-29,3.100000,3.116667,3.070000,3.100000,2.567154,23700
2003-12-30,3.070000,3.116667,3.070000,3.070000,2.542311,19800
2003-12-31,3.116667,3.166667,3.066667,3.150000,2.608560,27900
2004-01-02,3.000000,3.083333,3.000000,3.083333,2.553352,2700
2004-01-05,3.000000,3.066667,2.866667,2.916667,2.415334,37800
2004-01-06,2.916667,2.933333,2.916667,2.933333,2.429135,11700
2004-01-07,2.916667,2.916667,2.916667,2.916667,2.415334,65100
2004-01-08,2.916667,3.083333,2.916667,3.066667,2.539551,38400
2004-01-09,3.083333,3.500000,3.066667,3.443333,2.851473,179400
2004-01-12,3.566667,4.200000,3.566667,3.783333,3.133031,419400
2004-01-13,3.816667,3.816667,3.633333,3.633333,3.008815,9900
2004-01-14,3.766667,3.766667,3.516667,3.533333,2.926003,67800
2004-01-15,3.633333,3.656667,3.616667,3.650000,3.022617,36600
2004-01-16,3.650000,3.650000,3.583333,3.600000,2.981211,65400
2004-01-20,3.600000,3.676667,3.600000,3.666667,3.036418,104400
2004-01-21,3.666667,3.666667,3.640000,3.650000,3.022617,87900
2004-01-22,3.656667,3.683333,3.650000,3.650000,3.022617,153900
2004-01-23,3.683333,3.683333,3.466667,3.466667,2.870797,77400
2004-01-26,3.533333,3.583333,3.483333,3.500000,2.898400,21000
2004-01-27,3.466667,3.466667,3.416667,3.420000,2.832151,46800
2004-01-28,3.420000,3.420000,3.150000,3.166667,2.622361,67800
2004-01-29,3.116667,3.166667,2.916667,2.916667,2.415334,111900
